Order ID,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode,Order Date,CustomerName,State,City,Year-Month
B-25060,4244,340,10,Electronics,Laptops,Debit Card,10/8/2020,Jonathan Mcmillan,New York,Buffalo,2020-10
B-26572,5911,2333,14,Furniture,Bookcases,EMI,8/20/2022,Austin Davis,California,San Diego,2022-08
B-26572,5911,2333,14,Furniture,Bookcases,EMI,11/25/2024,Mark Roy,California,San Francisco,2024-11
B-26572,1818,738,11,Office Supplies,Markers,EMI,8/20/2022,Austin Davis,California,San Diego,2022-08
B-26572,1818,738,11,Office Supplies,Markers,EMI,11/25/2024,Mark Roy,California,San Francisco,2024-11
B-25919,2140,970,4,Office Supplies,Paper,Credit Card,9/30/2020,Jillian Williams,California,San Diego,2020-09
B-25919,2140,970,4,Office Supplies,Paper,Credit Card,2/20/2025,Rebekah Carter,Florida,Orlando,2025-02
B-25919,2140,970,4,Office Supplies,Paper,Credit Card,3/20/2022,Jonathan Reed,California,San Francisco,2022-03
B-25919,2670,1026,1,Electronics,Laptops,Debit Card,9/30/2020,Jillian Williams,California,San Diego,2020-09
B-25919,2670,1026,1,Electronics,Laptops,Debit Card,2/20/2025,Rebekah Carter,Florida,Orlando,2025-02
B-25919,2670,1026,1,Electronics,Laptops,Debit Card,3/20/2022,Jonathan Reed,California,San Francisco,2022-03
B-26978,1108,167,18,Electronics,Laptops,Debit Card,3/7/2025,Roger Harris,Illinois,Springfield,2025-03
B-26978,9776,3750,9,Office Supplies,Binders,UPI,3/7/2025,Roger Harris,Illinois,Springfield,2025-03
B-26978,535,72,6,Furniture,Bookcases,COD,3/7/2025,Roger Harris,Illinois,Springfield,2025-03
B-26554,7564,3463,5,Office Supplies,Paper,Credit Card,6/16/2024,Louis Jimenez,Florida,Tampa,2024-06
B-26554,7564,3463,5,Office Supplies,Paper,Credit Card,11/21/2020,Jessica Jones,Illinois,Peoria,2020-11
B-26554,7564,3463,5,Office Supplies,Paper,Credit Card,10/1/2024,Renee Gomez,Florida,Miami,2024-10
B-26554,7564,3463,5,Office Supplies,Paper,Credit Card,7/1/2024,Connie Olson,Texas,Houston,2024-07
B-26554,3409,1605,20,Electronics,Electronic Games,UPI,6/16/2024,Louis Jimenez,Florida,Tampa,2024-06
B-26554,3409,1605,20,Electronics,Electronic Games,UPI,11/21/2020,Jessica Jones,Illinois,Peoria,2020-11
B-26554,3409,1605,20,Electronics,Electronic Games,UPI,10/1/2024,Renee Gomez,Florida,Miami,2024-10
B-26554,3409,1605,20,Electronics,Electronic Games,UPI,7/1/2024,Connie Olson,Texas,Houston,2024-07
B-26883,9751,2459,13,Office Supplies,Pens,COD,11/23/2020,Christian Jones,New York,Buffalo,2020-11
B-25423,6385,2656,11,Electronics,Printers,Credit Card,3/18/2023,Matthew Kelley,Florida,Orlando,2023-03
B-25423,6385,2656,11,Electronics,Printers,Credit Card,10/19/2022,Candace Martinez,Florida,Tampa,2022-10
B-26324,6355,1335,15,Electronics,Electronic Games,Debit Card,8/31/2023,Jacob Mann,Texas,Austin,2023-08
B-26324,6355,1335,15,Electronics,Electronic Games,Debit Card,6/6/2021,Keith Reese,Texas,Austin,2021-06
B-26945,7377,320,15,Electronics,Printers,Debit Card,12/21/2022,Aaron Jones,Texas,Austin,2022-12
B-26945,2054,371,12,Office Supplies,Markers,EMI,12/21/2022,Aaron Jones,Texas,Austin,2022-12
B-26405,7497,319,18,Furniture,Chairs,COD,2/12/2024,Christopher Brooks,Illinois,Peoria,2024-02
B-26046,2565,983,20,Electronics,Electronic Games,Debit Card,12/5/2022,Charles Moore,Florida,Miami,2022-12
B-26046,5024,1544,19,Office Supplies,Pens,COD,12/5/2022,Charles Moore,Florida,Miami,2022-12
B-25746,8243,1346,15,Office Supplies,Binders,Debit Card,4/4/2021,Manuel Walls,Texas,Houston,2021-04
B-25232,7792,1403,13,Office Supplies,Paper,UPI,2/12/2021,Darren Moore,Illinois,Peoria,2021-02
B-25232,7792,1403,13,Office Supplies,Paper,UPI,12/27/2022,Stephanie Thomas,New York,Rochester,2022-12
B-25232,7792,1403,13,Office Supplies,Paper,UPI,1/19/2024,Kristy Hernandez,California,San Diego,2024-01
B-25232,2346,388,14,Furniture,Chairs,Debit Card,2/12/2021,Darren Moore,Illinois,Peoria,2021-02
B-25232,2346,388,14,Furniture,Chairs,Debit Card,12/27/2022,Stephanie Thomas,New York,Rochester,2022-12
B-25232,2346,388,14,Furniture,Chairs,Debit Card,1/19/2024,Kristy Hernandez,California,San Diego,2024-01
B-25591,7346,1043,10,Furniture,Sofas,Credit Card,12/25/2022,Randy Johnson,Ohio,Columbus,2022-12
B-25591,9770,4132,7,Electronics,Electronic Games,UPI,12/25/2022,Randy Johnson,Ohio,Columbus,2022-12
B-25591,7179,683,13,Electronics,Laptops,Credit Card,12/25/2022,Randy Johnson,Ohio,Columbus,2022-12
B-26325,5449,2389,2,Electronics,Phones,UPI,10/6/2022,James Benitez,Florida,Miami,2022-10
B-25251,2895,104,6,Furniture,Chairs,COD,4/27/2020,Donald York,New York,Buffalo,2020-04
B-25251,2895,104,6,Furniture,Chairs,COD,5/13/2024,Tiffany Parker,Texas,Houston,2024-05
B-25251,697,116,1,Furniture,Chairs,UPI,4/27/2020,Donald York,New York,Buffalo,2020-04
B-25251,697,116,1,Furniture,Chairs,UPI,5/13/2024,Tiffany Parker,Texas,Houston,2024-05
B-25464,6145,1414,4,Furniture,Chairs,COD,10/23/2020,Melissa Mcknight,California,Los Angeles,2020-10
B-25464,2504,440,18,Electronics,Printers,UPI,10/23/2020,Melissa Mcknight,California,Los Angeles,2020-10
B-25464,3124,138,16,Electronics,Phones,Debit Card,10/23/2020,Melissa Mcknight,California,Los Angeles,2020-10
B-26678,6934,1226,1,Electronics,Electronic Games,Debit Card,6/11/2021,Mr. Jack Mercado,Ohio,Cincinnati,2021-06
B-26678,6934,1226,1,Electronics,Electronic Games,Debit Card,9/8/2021,Christian Jones,New York,Rochester,2021-09
B-25962,4202,1171,3,Office Supplies,Markers,COD,11/23/2022,Rachel Fisher,Illinois,Peoria,2022-11
B-25962,4202,1171,3,Office Supplies,Markers,COD,10/31/2022,Donald Moore,New York,Rochester,2022-10
B-25962,4202,1171,3,Office Supplies,Markers,COD,11/6/2023,William Wu,Florida,Tampa,2023-11
B-25962,4202,1171,3,Office Supplies,Markers,COD,11/12/2023,Jesus Zuniga,Texas,Houston,2023-11
B-26586,2239,828,1,Electronics,Printers,UPI,6/26/2023,Michael Gallegos,California,Los Angeles,2023-06
B-26586,2239,828,1,Electronics,Printers,UPI,9/30/2023,Robert Daniels,Illinois,Chicago,2023-09
B-26586,2450,1002,4,Electronics,Phones,Debit Card,6/26/2023,Michael Gallegos,California,Los Angeles,2023-06
B-26586,2450,1002,4,Electronics,Phones,Debit Card,9/30/2023,Robert Daniels,Illinois,Chicago,2023-09
B-26841,9827,4208,13,Furniture,Chairs,Debit Card,9/12/2020,Jill Jones,New York,New York City,2020-09
B-26841,8077,240,15,Furniture,Sofas,Credit Card,9/12/2020,Jill Jones,New York,New York City,2020-09
B-26284,5152,2045,14,Electronics,Phones,UPI,11/27/2020,Elizabeth Miller,Illinois,Springfield,2020-11
B-26284,5152,2045,14,Electronics,Phones,UPI,8/25/2022,Sabrina Clark,California,Los Angeles,2022-08
B-26284,5152,2045,14,Electronics,Phones,UPI,8/23/2023,Larry Casey,Illinois,Chicago,2023-08
B-26284,5152,2045,14,Electronics,Phones,UPI,10/11/2023,Daniel Burns,New York,Rochester,2023-10
B-26478,2542,190,1,Office Supplies,Markers,Credit Card,4/21/2022,James Tanner,Texas,Houston,2022-04
B-26679,8102,1800,5,Office Supplies,Markers,UPI,9/14/2023,Leonard Gonzalez,California,San Francisco,2023-09
B-26679,8102,1800,5,Office Supplies,Markers,UPI,4/29/2020,Richard Lee,New York,Buffalo,2020-04
B-26679,8102,1800,5,Office Supplies,Markers,UPI,12/15/2020,Matthew Schroeder,Ohio,Cleveland,2020-12
B-26679,3234,1274,10,Furniture,Tables,EMI,9/14/2023,Leonard Gonzalez,California,San Francisco,2023-09
B-26679,3234,1274,10,Furniture,Tables,EMI,4/29/2020,Richard Lee,New York,Buffalo,2020-04
B-26679,3234,1274,10,Furniture,Tables,EMI,12/15/2020,Matthew Schroeder,Ohio,Cleveland,2020-12
B-26397,6200,2321,18,Furniture,Tables,Credit Card,7/11/2024,Marcus Flores,California,Los Angeles,2024-07
B-26397,6200,2321,18,Furniture,Tables,Credit Card,9/21/2024,Tonya Long,Florida,Miami,2024-09
B-25957,4470,413,13,Electronics,Laptops,UPI,2/2/2025,Michael Chambers,California,Los Angeles,2025-02
B-26916,916,362,7,Office Supplies,Pens,UPI,10/21/2022,Kaylee Glover,Illinois,Springfield,2022-10
B-26916,916,362,7,Office Supplies,Pens,UPI,10/21/2020,Pamela Patterson,California,San Francisco,2020-10
B-26916,1165,302,20,Furniture,Sofas,UPI,10/21/2022,Kaylee Glover,Illinois,Springfield,2022-10
B-26916,1165,302,20,Furniture,Sofas,UPI,10/21/2020,Pamela Patterson,California,San Francisco,2020-10
B-26916,7846,677,12,Furniture,Chairs,UPI,10/21/2022,Kaylee Glover,Illinois,Springfield,2022-10
B-26916,7846,677,12,Furniture,Chairs,UPI,10/21/2020,Pamela Patterson,California,San Francisco,2020-10
B-25925,3022,384,1,Office Supplies,Pens,Credit Card,1/11/2022,Ronald Mckinney,Texas,Austin,2022-01
B-25925,3022,384,1,Office Supplies,Pens,Credit Card,2/17/2021,James Hart,Illinois,Chicago,2021-02
B-25925,5266,1111,13,Electronics,Electronic Games,Debit Card,1/11/2022,Ronald Mckinney,Texas,Austin,2022-01
B-25925,5266,1111,13,Electronics,Electronic Games,Debit Card,2/17/2021,James Hart,Illinois,Chicago,2021-02
B-25602,4853,1764,9,Office Supplies,Pens,Debit Card,11/6/2021,Rhonda Harris,Florida,Orlando,2021-11
B-25602,4853,1764,9,Office Supplies,Pens,Debit Card,8/30/2022,Randy Fisher,Texas,Houston,2022-08
B-26592,9832,1270,1,Office Supplies,Pens,COD,10/7/2022,James Hernandez,California,San Francisco,2022-10
B-26592,796,153,15,Office Supplies,Pens,Credit Card,10/7/2022,James Hernandez,California,San Francisco,2022-10
B-26251,883,127,7,Furniture,Chairs,COD,6/4/2023,Brenda Murphy,California,San Francisco,2023-06
B-26251,4539,1155,8,Furniture,Bookcases,Debit Card,6/4/2023,Brenda Murphy,California,San Francisco,2023-06
B-26251,9659,2226,16,Office Supplies,Binders,Debit Card,6/4/2023,Brenda Murphy,California,San Francisco,2023-06
B-25979,9562,325,2,Electronics,Printers,Debit Card,5/13/2022,Andrew Kirby,California,San Diego,2022-05
B-25437,4688,1841,3,Electronics,Laptops,Credit Card,1/23/2023,Justin Thomas,California,San Francisco,2023-01
B-25437,4688,1841,3,Electronics,Laptops,Credit Card,7/25/2021,Jillian Johnson MD,California,San Diego,2021-07
B-26986,7900,482,4,Electronics,Phones,COD,3/8/2025,William Martin,Ohio,Columbus,2025-03
B-25990,6967,3257,17,Furniture,Bookcases,COD,12/25/2022,Mark Dixon,Ohio,Cincinnati,2022-12
B-25990,1091,277,6,Office Supplies,Paper,COD,12/25/2022,Mark Dixon,Ohio,Cincinnati,2022-12
B-25990,6027,1530,2,Office Supplies,Binders,Credit Card,12/25/2022,Mark Dixon,Ohio,Cincinnati,2022-12
B-25222,4852,218,2,Furniture,Tables,EMI,4/24/2024,Alicia Allen,Texas,Dallas,2024-04
B-25222,4852,218,2,Furniture,Tables,EMI,12/24/2021,Cynthia Meyer,Florida,Tampa,2021-12
B-25222,4852,218,2,Furniture,Tables,EMI,9/7/2023,Brandon Norton,Illinois,Springfield,2023-09
B-26402,4314,1453,6,Furniture,Sofas,COD,8/10/2021,Christina Scott,Florida,Tampa,2021-08
B-26792,3288,1477,3,Office Supplies,Pens,EMI,5/26/2024,Andrew Macias,Texas,Austin,2024-05
B-26792,3288,1477,3,Office Supplies,Pens,EMI,2/19/2022,Alejandro Williams,Illinois,Springfield,2022-02
B-25154,3977,813,5,Office Supplies,Binders,Credit Card,12/9/2024,Mark Rodriguez,New York,New York City,2024-12
B-26114,6252,1377,2,Electronics,Printers,EMI,6/1/2023,Sarah Montgomery,Illinois,Chicago,2023-06
B-26485,9084,3253,12,Office Supplies,Pens,Debit Card,11/5/2023,Marisa Prince,New York,Buffalo,2023-11
B-26191,8994,1481,15,Electronics,Phones,Credit Card,6/21/2020,James Bonilla,California,San Diego,2020-06
B-26754,1089,176,16,Office Supplies,Markers,EMI,10/26/2020,Robin Myers,Texas,Dallas,2020-10
B-25953,6690,1001,19,Office Supplies,Binders,UPI,6/6/2022,Nancy Sanchez,Illinois,Springfield,2022-06
B-25953,6690,1001,19,Office Supplies,Binders,UPI,11/13/2021,Sydney Walls,Illinois,Chicago,2021-11
B-25953,4985,1920,10,Furniture,Bookcases,Credit Card,6/6/2022,Nancy Sanchez,Illinois,Springfield,2022-06
B-25953,4985,1920,10,Furniture,Bookcases,Credit Card,11/13/2021,Sydney Walls,Illinois,Chicago,2021-11
B-26516,8590,3565,15,Electronics,Electronic Games,EMI,11/11/2021,Deborah Hoffman,Florida,Miami,2021-11
B-26516,6973,3038,10,Furniture,Tables,COD,11/11/2021,Deborah Hoffman,Florida,Miami,2021-11
B-26843,4591,1941,19,Electronics,Printers,EMI,7/31/2021,Megan Williams,Texas,Dallas,2021-07
B-26843,9612,2572,17,Office Supplies,Pens,Credit Card,7/31/2021,Megan Williams,Texas,Dallas,2021-07
B-26167,5343,655,1,Furniture,Chairs,EMI,4/13/2024,Shane Clark,California,San Diego,2024-04
B-26972,6956,318,20,Office Supplies,Markers,Debit Card,4/19/2022,Steven Haynes,Illinois,Springfield,2022-04
B-25673,5306,2405,17,Furniture,Tables,EMI,3/23/2024,Kimberly Fuller,New York,Buffalo,2024-03
B-26587,8982,448,17,Furniture,Sofas,UPI,5/7/2021,Angela Lyons,New York,New York City,2021-05
B-26587,4826,562,5,Office Supplies,Paper,Debit Card,5/7/2021,Angela Lyons,New York,New York City,2021-05
B-26668,972,106,15,Office Supplies,Pens,EMI,5/6/2022,Betty Tucker,Ohio,Cincinnati,2022-05
B-26906,3665,802,4,Office Supplies,Markers,Credit Card,8/9/2021,Brianna Hunt,Florida,Miami,2021-08
B-26906,3665,802,4,Office Supplies,Markers,Credit Card,2/9/2025,Cathy Clark,Florida,Tampa,2025-02
B-25226,9808,2117,2,Office Supplies,Pens,UPI,4/23/2024,Nicole Warren,California,Los Angeles,2024-04
B-25166,1133,73,17,Furniture,Chairs,UPI,2/23/2023,Richard Castaneda,Ohio,Cleveland,2023-02
B-25166,1133,73,17,Furniture,Chairs,UPI,6/6/2024,Sarah Torres,California,San Diego,2024-06
B-25166,6248,1168,19,Furniture,Bookcases,COD,2/23/2023,Richard Castaneda,Ohio,Cleveland,2023-02
B-25166,6248,1168,19,Furniture,Bookcases,COD,6/6/2024,Sarah Torres,California,San Diego,2024-06
B-25454,5666,2733,17,Electronics,Electronic Games,Credit Card,1/27/2025,Vanessa Deleon,Florida,Tampa,2025-01
B-26215,4171,1450,18,Office Supplies,Markers,COD,4/7/2023,Richard Lyons,Texas,Dallas,2023-04
B-25777,6236,2839,7,Electronics,Printers,Credit Card,1/20/2022,Eric Adams,Illinois,Springfield,2022-01
B-25777,6236,2839,7,Electronics,Printers,Credit Card,5/10/2022,Chad Brown,Florida,Orlando,2022-05
B-25383,5410,2456,8,Furniture,Chairs,Credit Card,5/29/2024,Kayla Becker,California,Los Angeles,2024-05
B-25383,5410,2456,8,Furniture,Chairs,Credit Card,1/4/2022,Ashley Freeman,Florida,Tampa,2022-01
B-26409,3024,1353,1,Furniture,Sofas,Credit Card,5/2/2024,Scott Harris,California,Los Angeles,2024-05
B-26409,3024,1353,1,Furniture,Sofas,Credit Card,12/28/2021,John James,Ohio,Columbus,2021-12
B-26684,7434,2851,5,Office Supplies,Markers,UPI,12/12/2022,Jesse Bond,Illinois,Springfield,2022-12
B-26726,7213,508,19,Electronics,Electronic Games,Debit Card,8/17/2023,Brandon Hughes,Texas,Dallas,2023-08
B-26726,7213,508,19,Electronics,Electronic Games,Debit Card,11/29/2021,Lynn Reynolds,Ohio,Cincinnati,2021-11
B-26726,3176,586,9,Furniture,Tables,EMI,8/17/2023,Brandon Hughes,Texas,Dallas,2023-08
B-26726,3176,586,9,Furniture,Tables,EMI,11/29/2021,Lynn Reynolds,Ohio,Cincinnati,2021-11
B-26136,9144,2220,18,Office Supplies,Binders,Credit Card,6/13/2021,Ronald Good,Florida,Miami,2021-06
B-26098,4146,865,19,Furniture,Tables,EMI,7/4/2022,Kyle Baker,Texas,Houston,2022-07
B-26098,3793,875,7,Furniture,Tables,EMI,7/4/2022,Kyle Baker,Texas,Houston,2022-07
B-25430,7169,2385,11,Furniture,Sofas,COD,6/27/2021,Michael Rivera,California,Los Angeles,2021-06
B-25430,4046,417,18,Furniture,Chairs,Credit Card,6/27/2021,Michael Rivera,California,Los Angeles,2021-06
B-25266,4164,905,11,Electronics,Phones,COD,12/4/2023,Lori Adkins,California,San Diego,2023-12
B-25266,5389,2196,5,Furniture,Tables,UPI,12/4/2023,Lori Adkins,California,San Diego,2023-12
B-25283,5448,2204,5,Furniture,Sofas,COD,8/9/2022,Luis Warner,New York,New York City,2022-08
B-25227,4115,1285,1,Furniture,Sofas,UPI,4/8/2020,Donald Perry,Florida,Orlando,2020-04
B-25227,4761,2231,12,Furniture,Tables,UPI,4/8/2020,Donald Perry,Florida,Orlando,2020-04
B-25669,5899,2264,6,Office Supplies,Binders,EMI,10/20/2023,Adam Stevens,New York,Buffalo,2023-10
B-25064,6109,3040,9,Furniture,Chairs,EMI,2/10/2022,Kimberly Johnson,New York,Buffalo,2022-02
B-25064,6109,3040,9,Furniture,Chairs,EMI,10/5/2023,Kelly Jones,New York,Rochester,2023-10
B-25064,4628,1491,17,Electronics,Electronic Games,UPI,2/10/2022,Kimberly Johnson,New York,Buffalo,2022-02
B-25064,4628,1491,17,Electronics,Electronic Games,UPI,10/5/2023,Kelly Jones,New York,Rochester,2023-10
B-26268,4369,584,13,Office Supplies,Pens,Credit Card,9/22/2022,Ashley Petty,Illinois,Peoria,2022-09
B-26268,4369,584,13,Office Supplies,Pens,Credit Card,4/3/2021,Crystal Ross,Texas,Austin,2021-04
B-25456,5632,2358,20,Furniture,Sofas,Credit Card,5/3/2021,Alexis Duffy,California,Los Angeles,2021-05
B-25456,5632,2358,20,Furniture,Sofas,Credit Card,2/11/2024,Stephanie Sanchez,Florida,Miami,2024-02
B-25456,5632,2358,20,Furniture,Sofas,Credit Card,2/4/2025,Reginald Espinoza,Ohio,Cleveland,2025-02
B-25495,7519,402,14,Office Supplies,Paper,UPI,10/12/2022,Sandra Hicks,California,San Diego,2022-10
B-25495,1564,674,13,Electronics,Electronic Games,Debit Card,10/12/2022,Sandra Hicks,California,San Diego,2022-10
B-26552,2804,936,10,Electronics,Electronic Games,Credit Card,2/6/2022,Olivia Orozco,Texas,Austin,2022-02
B-26552,2804,936,10,Electronics,Electronic Games,Credit Card,11/9/2020,Larry Moore,Florida,Tampa,2020-11
B-26552,2804,936,10,Electronics,Electronic Games,Credit Card,5/3/2023,Mrs. Rachel Cannon DDS,Florida,Tampa,2023-05
B-25203,2321,505,6,Furniture,Chairs,EMI,10/4/2022,Daniel Flowers,Illinois,Springfield,2022-10
B-25462,5730,482,6,Electronics,Laptops,COD,8/21/2024,Randy Acosta,Florida,Tampa,2024-08
B-26145,7441,867,12,Furniture,Sofas,COD,11/20/2021,Deborah Williams,Illinois,Chicago,2021-11
B-26145,7441,867,12,Furniture,Sofas,COD,5/13/2020,Robert Michael,Texas,Austin,2020-05
B-25552,1732,766,7,Office Supplies,Binders,UPI,2/28/2023,Danny Ramirez,New York,New York City,2023-02
B-25552,8788,3944,19,Office Supplies,Paper,EMI,2/28/2023,Danny Ramirez,New York,New York City,2023-02
B-26069,838,271,11,Office Supplies,Markers,EMI,1/21/2021,Stephen Baker,Ohio,Columbus,2021-01
B-26069,838,271,11,Office Supplies,Markers,EMI,2/28/2022,Jeffrey Wilcox,Illinois,Peoria,2022-02
B-26069,3577,699,2,Furniture,Tables,UPI,1/21/2021,Stephen Baker,Ohio,Columbus,2021-01
B-26069,3577,699,2,Furniture,Tables,UPI,2/28/2022,Jeffrey Wilcox,Illinois,Peoria,2022-02
B-25120,7122,1836,6,Electronics,Phones,Debit Card,4/25/2024,James Clarke,Texas,Dallas,2024-04
B-25120,7122,1836,6,Electronics,Phones,Debit Card,3/10/2023,Julia Gallagher,Texas,Houston,2023-03
B-25120,7122,1836,6,Electronics,Phones,Debit Card,7/10/2023,Ronald Frey Jr.,New York,New York City,2023-07
B-25120,7327,2596,15,Office Supplies,Markers,Credit Card,4/25/2024,James Clarke,Texas,Dallas,2024-04
B-25120,7327,2596,15,Office Supplies,Markers,Credit Card,3/10/2023,Julia Gallagher,Texas,Houston,2023-03
B-25120,7327,2596,15,Office Supplies,Markers,Credit Card,7/10/2023,Ronald Frey Jr.,New York,New York City,2023-07
B-26146,2239,1094,18,Electronics,Printers,COD,7/28/2024,Megan Charles,Florida,Tampa,2024-07
B-26146,4932,1153,1,Office Supplies,Markers,COD,7/28/2024,Megan Charles,Florida,Tampa,2024-07
B-25549,4609,1084,8,Electronics,Printers,UPI,7/30/2023,Amy Duran MD,Florida,Orlando,2023-07
B-25549,2328,788,4,Office Supplies,Paper,UPI,7/30/2023,Amy Duran MD,Florida,Orlando,2023-07
B-25549,4734,958,7,Electronics,Printers,Debit Card,7/30/2023,Amy Duran MD,Florida,Orlando,2023-07
B-25488,1388,345,5,Furniture,Sofas,UPI,10/5/2024,Christopher Thomas,New York,New York City,2024-10
B-25488,8555,1638,8,Electronics,Laptops,Credit Card,10/5/2024,Christopher Thomas,New York,New York City,2024-10
B-26885,9024,730,4,Furniture,Tables,Credit Card,2/20/2024,Peter Castro,Texas,Dallas,2024-02
B-26885,2468,418,4,Electronics,Laptops,Credit Card,2/20/2024,Peter Castro,Texas,Dallas,2024-02
B-25703,9438,1801,4,Electronics,Electronic Games,COD,4/19/2023,Steven Acosta,Florida,Orlando,2023-04
B-25703,9438,1801,4,Electronics,Electronic Games,COD,10/29/2023,Lindsay Jackson,Texas,Austin,2023-10
B-25809,2685,379,18,Electronics,Phones,UPI,3/8/2022,Kelly Smith,Ohio,Cleveland,2022-03
B-25809,2685,379,18,Electronics,Phones,UPI,12/8/2022,Sabrina Hartman,Florida,Tampa,2022-12
B-25809,9916,4602,14,Furniture,Chairs,UPI,3/8/2022,Kelly Smith,Ohio,Cleveland,2022-03
B-25809,9916,4602,14,Furniture,Chairs,UPI,12/8/2022,Sabrina Hartman,Florida,Tampa,2022-12
B-25809,6184,50,14,Electronics,Electronic Games,Credit Card,3/8/2022,Kelly Smith,Ohio,Cleveland,2022-03
B-25809,6184,50,14,Electronics,Electronic Games,Credit Card,12/8/2022,Sabrina Hartman,Florida,Tampa,2022-12
B-25809,4548,2135,8,Office Supplies,Markers,Debit Card,3/8/2022,Kelly Smith,Ohio,Cleveland,2022-03
B-25809,4548,2135,8,Office Supplies,Markers,Debit Card,12/8/2022,Sabrina Hartman,Florida,Tampa,2022-12
B-25477,7195,1665,7,Office Supplies,Markers,COD,7/27/2024,Cynthia Smith,New York,Rochester,2024-07
B-25477,7195,1665,7,Office Supplies,Markers,COD,7/5/2022,Olivia Dickerson,New York,Buffalo,2022-07
B-26018,3098,957,18,Furniture,Bookcases,COD,7/4/2024,Whitney Stout,Texas,Austin,2024-07
B-25329,5412,1192,18,Furniture,Tables,Credit Card,2/28/2024,Stephanie Flores,California,San Diego,2024-02
B-25329,5412,1192,18,Furniture,Tables,Credit Card,1/3/2025,Gregory English,California,Los Angeles,2025-01
B-25182,1397,686,11,Furniture,Chairs,Credit Card,12/7/2021,Natalie Maxwell,New York,New York City,2021-12
B-25492,9279,552,14,Furniture,Chairs,EMI,12/14/2021,Tina Blake,New York,Buffalo,2021-12
B-25492,9279,552,14,Furniture,Chairs,EMI,11/30/2020,Clarence Cooke,California,San Francisco,2020-11
B-25492,2596,1003,19,Office Supplies,Paper,Credit Card,12/14/2021,Tina Blake,New York,Buffalo,2021-12
B-25492,2596,1003,19,Office Supplies,Paper,Credit Card,11/30/2020,Clarence Cooke,California,San Francisco,2020-11
B-25517,6732,911,19,Furniture,Bookcases,EMI,12/29/2021,Tamara Guzman,New York,Buffalo,2021-12
B-25517,4495,1408,14,Office Supplies,Pens,EMI,12/29/2021,Tamara Guzman,New York,Buffalo,2021-12
B-25200,9653,2471,6,Office Supplies,Paper,UPI,7/8/2024,Marissa Hartman,New York,Buffalo,2024-07
B-26009,8945,1728,10,Furniture,Tables,UPI,2/10/2021,Sara Garcia,Illinois,Peoria,2021-02
B-26580,4007,201,13,Furniture,Bookcases,COD,10/21/2020,Kathryn Rogers,Ohio,Columbus,2020-10
B-26580,4007,201,13,Furniture,Bookcases,COD,4/17/2023,Kyle Dickson,Texas,Dallas,2023-04
B-25679,810,231,18,Furniture,Bookcases,EMI,10/21/2020,Jacob Decker,Florida,Tampa,2020-10
B-26034,9789,2071,18,Furniture,Bookcases,Debit Card,12/28/2023,Aaron Johnson,New York,Rochester,2023-12
B-26034,9229,4090,8,Electronics,Electronic Games,COD,12/28/2023,Aaron Johnson,New York,Rochester,2023-12
B-25148,8141,3968,18,Office Supplies,Markers,Debit Card,12/23/2022,William Morse,New York,Rochester,2022-12
B-25148,8141,3968,18,Office Supplies,Markers,Debit Card,8/10/2022,Carrie Smith,Illinois,Peoria,2022-08
B-25148,1067,251,14,Furniture,Sofas,EMI,12/23/2022,William Morse,New York,Rochester,2022-12
B-25148,1067,251,14,Furniture,Sofas,EMI,8/10/2022,Carrie Smith,Illinois,Peoria,2022-08
B-25830,3839,1415,10,Office Supplies,Binders,UPI,10/17/2023,Vincent Roth,California,Los Angeles,2023-10
B-25830,3839,1415,10,Office Supplies,Binders,UPI,2/28/2022,Andrew Benson,Florida,Orlando,2022-02
B-25762,2858,482,13,Electronics,Electronic Games,COD,5/24/2024,Jason Wilson,Texas,Austin,2024-05
B-26794,2137,638,12,Furniture,Bookcases,Debit Card,10/2/2020,Colin Patterson,New York,New York City,2020-10
B-26794,2831,1289,12,Furniture,Chairs,Debit Card,10/2/2020,Colin Patterson,New York,New York City,2020-10
B-25011,3913,961,15,Furniture,Sofas,UPI,2/10/2024,Eric Bates,Ohio,Columbus,2024-02
B-25011,3913,961,15,Furniture,Sofas,UPI,2/6/2021,Steven Keith,California,San Francisco,2021-02
B-25515,4468,1940,9,Office Supplies,Paper,COD,3/16/2022,Seth Rodriguez,Florida,Tampa,2022-03
B-25369,1579,602,9,Electronics,Laptops,Credit Card,5/24/2020,Lauren Jones,Ohio,Cincinnati,2020-05
B-25369,1579,602,9,Electronics,Laptops,Credit Card,2/16/2025,Thomas Wallace,Texas,Dallas,2025-02
B-25369,1579,602,9,Electronics,Laptops,Credit Card,11/16/2021,Mr. Daniel Wilson,Ohio,Cincinnati,2021-11
B-25369,1579,602,9,Electronics,Laptops,Credit Card,9/8/2024,Julie Smith MD,New York,Rochester,2024-09
B-25369,3760,1849,19,Furniture,Chairs,EMI,5/24/2020,Lauren Jones,Ohio,Cincinnati,2020-05
B-25369,3760,1849,19,Furniture,Chairs,EMI,2/16/2025,Thomas Wallace,Texas,Dallas,2025-02
B-25369,3760,1849,19,Furniture,Chairs,EMI,11/16/2021,Mr. Daniel Wilson,Ohio,Cincinnati,2021-11
B-25369,3760,1849,19,Furniture,Chairs,EMI,9/8/2024,Julie Smith MD,New York,Rochester,2024-09
B-26222,8706,3099,14,Office Supplies,Pens,Credit Card,6/29/2022,Carol Mitchell,Illinois,Chicago,2022-06
