Order ID,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode,Order Date,CustomerName,State,City,Year-Month,Year,Month,Month_Name,Quarter,Day_of_Week,Day_Name,Is_Weekend,Profit_Margin_Pct,Revenue_Per_Unit,Profit_Per_Unit,Order_Value_Category
B-25979,9562,325,2,Electronics,Printers,Debit Card,2022-05-13,Andrew Kirby,California,San Diego,2022-05,2022,5,May,2,4,Friday,0,3.398870529177996,4781.0,162.5,Premium
B-25437,4688,1841,3,Electronics,Laptops,Credit Card,2023-01-23,Justin Thomas,California,San Francisco,2023-01,2023,1,January,1,0,Monday,0,39.270477815699664,1562.6666666666667,613.6666666666666,Medium
B-25437,4688,1841,3,Electronics,Laptops,Credit Card,2021-07-25,Jillian Johnson MD,California,San Diego,2021-07,2021,7,July,3,6,Sunday,1,39.270477815699664,1562.6666666666667,613.6666666666666,Medium
B-26986,7900,482,4,Electronics,Phones,COD,2025-03-08,William Martin,Ohio,Columbus,2025-03,2025,3,March,1,5,Saturday,1,6.10126582278481,1975.0,120.5,Premium
B-25990,6967,3257,17,Furniture,Bookcases,COD,2022-12-25,Mark Dixon,Ohio,Cincinnati,2022-12,2022,12,December,4,6,Sunday,1,46.74895937993397,409.8235294117647,191.58823529411765,High
B-25990,1091,277,6,Office Supplies,Paper,COD,2022-12-25,Mark Dixon,Ohio,Cincinnati,2022-12,2022,12,December,4,6,Sunday,1,25.389550870760768,181.83333333333334,46.166666666666664,Low
B-25990,6027,1530,2,Office Supplies,Binders,Credit Card,2022-12-25,Mark Dixon,Ohio,Cincinnati,2022-12,2022,12,December,4,6,Sunday,1,25.38576406172225,3013.5,765.0,High
B-25222,4852,218,2,Furniture,Tables,EMI,2024-04-24,Alicia Allen,Texas,Dallas,2024-04,2024,4,April,2,2,Wednesday,0,4.492992580379225,2426.0,109.0,Medium
B-25222,4852,218,2,Furniture,Tables,EMI,2021-12-24,Cynthia Meyer,Florida,Tampa,2021-12,2021,12,December,4,4,Friday,0,4.492992580379225,2426.0,109.0,Medium
B-25222,4852,218,2,Furniture,Tables,EMI,2023-09-07,Brandon Norton,Illinois,Springfield,2023-09,2023,9,September,3,3,Thursday,0,4.492992580379225,2426.0,109.0,Medium
B-26402,4314,1453,6,Furniture,Sofas,COD,2021-08-10,Christina Scott,Florida,Tampa,2021-08,2021,8,August,3,1,Tuesday,0,33.6810384793695,719.0,242.16666666666666,Medium
B-26792,3288,1477,3,Office Supplies,Pens,EMI,2024-05-26,Andrew Macias,Texas,Austin,2024-05,2024,5,May,2,6,Sunday,1,44.920924574209245,1096.0,492.3333333333333,Medium
B-26792,3288,1477,3,Office Supplies,Pens,EMI,2022-02-19,Alejandro Williams,Illinois,Springfield,2022-02,2022,2,February,1,5,Saturday,1,44.920924574209245,1096.0,492.3333333333333,Medium
B-25154,3977,813,5,Office Supplies,Binders,Credit Card,2024-12-09,Mark Rodriguez,New York,New York City,2024-12,2024,12,December,4,0,Monday,0,20.442544631631883,795.4,162.6,Medium
B-26114,6252,1377,2,Electronics,Printers,EMI,2023-06-01,Sarah Montgomery,Illinois,Chicago,2023-06,2023,6,June,2,3,Thursday,0,22.024952015355087,3126.0,688.5,High
B-26485,9084,3253,12,Office Supplies,Pens,Debit Card,2023-11-05,Marisa Prince,New York,Buffalo,2023-11,2023,11,November,4,6,Sunday,1,35.81021576398062,757.0,271.0833333333333,Premium
B-26191,8994,1481,15,Electronics,Phones,Credit Card,2020-06-21,James Bonilla,California,San Diego,2020-06,2020,6,June,2,6,Sunday,1,16.466533244385147,599.6,98.73333333333333,Premium
B-26754,1089,176,16,Office Supplies,Markers,EMI,2020-10-26,Robin Myers,Texas,Dallas,2020-10,2020,10,October,4,0,Monday,0,16.161616161616163,68.0625,11.0,Low
B-25953,6690,1001,19,Office Supplies,Binders,UPI,2022-06-06,Nancy Sanchez,Illinois,Springfield,2022-06,2022,6,June,2,0,Monday,0,14.962630792227205,352.10526315789474,52.68421052631579,High
B-25953,6690,1001,19,Office Supplies,Binders,UPI,2021-11-13,Sydney Walls,Illinois,Chicago,2021-11,2021,11,November,4,5,Saturday,1,14.962630792227205,352.10526315789474,52.68421052631579,High
B-25953,4985,1920,10,Furniture,Bookcases,Credit Card,2022-06-06,Nancy Sanchez,Illinois,Springfield,2022-06,2022,6,June,2,0,Monday,0,38.515546639919755,498.5,192.0,Medium
B-25953,4985,1920,10,Furniture,Bookcases,Credit Card,2021-11-13,Sydney Walls,Illinois,Chicago,2021-11,2021,11,November,4,5,Saturday,1,38.515546639919755,498.5,192.0,Medium
B-26516,8590,3565,15,Electronics,Electronic Games,EMI,2021-11-11,Deborah Hoffman,Florida,Miami,2021-11,2021,11,November,4,3,Thursday,0,41.50174621653085,572.6666666666666,237.66666666666666,Premium
B-26516,6973,3038,10,Furniture,Tables,COD,2021-11-11,Deborah Hoffman,Florida,Miami,2021-11,2021,11,November,4,3,Thursday,0,43.568048185859745,697.3,303.8,High
B-26843,4591,1941,19,Electronics,Printers,EMI,2021-07-31,Megan Williams,Texas,Dallas,2021-07,2021,7,July,3,5,Saturday,1,42.278370725332174,241.6315789473684,102.15789473684211,Medium
B-26843,9612,2572,17,Office Supplies,Pens,Credit Card,2021-07-31,Megan Williams,Texas,Dallas,2021-07,2021,7,July,3,5,Saturday,1,26.758218893050355,565.4117647058823,151.2941176470588,Premium
B-26167,5343,655,1,Furniture,Chairs,EMI,2024-04-13,Shane Clark,California,San Diego,2024-04,2024,4,April,2,5,Saturday,1,12.25903050720569,5343.0,655.0,High
B-26972,6956,318,20,Office Supplies,Markers,Debit Card,2022-04-19,Steven Haynes,Illinois,Springfield,2022-04,2022,4,April,2,1,Tuesday,0,4.57159286946521,347.8,15.9,High
B-25673,5306,2405,17,Furniture,Tables,EMI,2024-03-23,Kimberly Fuller,New York,Buffalo,2024-03,2024,3,March,1,5,Saturday,1,45.32604598567659,312.11764705882354,141.47058823529412,High
B-26587,8982,448,17,Furniture,Sofas,UPI,2021-05-07,Angela Lyons,New York,New York City,2021-05,2021,5,May,2,4,Friday,0,4.987753284346471,528.3529411764706,26.352941176470587,Premium
B-26587,4826,562,5,Office Supplies,Paper,Debit Card,2021-05-07,Angela Lyons,New York,New York City,2021-05,2021,5,May,2,4,Friday,0,11.645254869457107,965.2,112.4,Medium
B-26668,972,106,15,Office Supplies,Pens,EMI,2022-05-06,Betty Tucker,Ohio,Cincinnati,2022-05,2022,5,May,2,4,Friday,0,10.905349794238683,64.8,7.066666666666666,Low
B-26906,3665,802,4,Office Supplies,Markers,Credit Card,2021-08-09,Brianna Hunt,Florida,Miami,2021-08,2021,8,August,3,0,Monday,0,21.882673942701228,916.25,200.5,Medium
B-26906,3665,802,4,Office Supplies,Markers,Credit Card,2025-02-09,Cathy Clark,Florida,Tampa,2025-02,2025,2,February,1,6,Sunday,1,21.882673942701228,916.25,200.5,Medium
B-25226,9808,2117,2,Office Supplies,Pens,UPI,2024-04-23,Nicole Warren,California,Los Angeles,2024-04,2024,4,April,2,1,Tuesday,0,21.58442088091354,4904.0,1058.5,Premium
B-25166,1133,73,17,Furniture,Chairs,UPI,2023-02-23,Richard Castaneda,Ohio,Cleveland,2023-02,2023,2,February,1,3,Thursday,0,6.44307149161518,66.6470588235294,4.294117647058823,Low
B-25166,1133,73,17,Furniture,Chairs,UPI,2024-06-06,Sarah Torres,California,San Diego,2024-06,2024,6,June,2,3,Thursday,0,6.44307149161518,66.6470588235294,4.294117647058823,Low
B-25166,6248,1168,19,Furniture,Bookcases,COD,2023-02-23,Richard Castaneda,Ohio,Cleveland,2023-02,2023,2,February,1,3,Thursday,0,18.693982074263765,328.8421052631579,61.473684210526315,High
B-25166,6248,1168,19,Furniture,Bookcases,COD,2024-06-06,Sarah Torres,California,San Diego,2024-06,2024,6,June,2,3,Thursday,0,18.693982074263765,328.8421052631579,61.473684210526315,High
B-25454,5666,2733,17,Electronics,Electronic Games,Credit Card,2025-01-27,Vanessa Deleon,Florida,Tampa,2025-01,2025,1,January,1,0,Monday,0,48.23508648076244,333.29411764705884,160.76470588235293,High
B-26215,4171,1450,18,Office Supplies,Markers,COD,2023-04-07,Richard Lyons,Texas,Dallas,2023-04,2023,4,April,2,4,Friday,0,34.7638456005754,231.72222222222223,80.55555555555556,Medium
B-25777,6236,2839,7,Electronics,Printers,Credit Card,2022-01-20,Eric Adams,Illinois,Springfield,2022-01,2022,1,January,1,3,Thursday,0,45.52597819114817,890.8571428571429,405.57142857142856,High
B-25777,6236,2839,7,Electronics,Printers,Credit Card,2022-05-10,Chad Brown,Florida,Orlando,2022-05,2022,5,May,2,1,Tuesday,0,45.52597819114817,890.8571428571429,405.57142857142856,High
B-25383,5410,2456,8,Furniture,Chairs,Credit Card,2024-05-29,Kayla Becker,California,Los Angeles,2024-05,2024,5,May,2,2,Wednesday,0,45.39741219963032,676.25,307.0,High
B-25383,5410,2456,8,Furniture,Chairs,Credit Card,2022-01-04,Ashley Freeman,Florida,Tampa,2022-01,2022,1,January,1,1,Tuesday,0,45.39741219963032,676.25,307.0,High
B-26409,3024,1353,1,Furniture,Sofas,Credit Card,2024-05-02,Scott Harris,California,Los Angeles,2024-05,2024,5,May,2,3,Thursday,0,44.742063492063494,3024.0,1353.0,Medium
B-26409,3024,1353,1,Furniture,Sofas,Credit Card,2021-12-28,John James,Ohio,Columbus,2021-12,2021,12,December,4,1,Tuesday,0,44.742063492063494,3024.0,1353.0,Medium
B-26684,7434,2851,5,Office Supplies,Markers,UPI,2022-12-12,Jesse Bond,Illinois,Springfield,2022-12,2022,12,December,4,0,Monday,0,38.35082055421039,1486.8,570.2,High
B-26726,7213,508,19,Electronics,Electronic Games,Debit Card,2023-08-17,Brandon Hughes,Texas,Dallas,2023-08,2023,8,August,3,3,Thursday,0,7.042839317898239,379.63157894736844,26.736842105263158,High
B-26726,7213,508,19,Electronics,Electronic Games,Debit Card,2021-11-29,Lynn Reynolds,Ohio,Cincinnati,2021-11,2021,11,November,4,0,Monday,0,7.042839317898239,379.63157894736844,26.736842105263158,High
B-26726,3176,586,9,Furniture,Tables,EMI,2023-08-17,Brandon Hughes,Texas,Dallas,2023-08,2023,8,August,3,3,Thursday,0,18.45088161209068,352.8888888888889,65.11111111111111,Medium
B-26726,3176,586,9,Furniture,Tables,EMI,2021-11-29,Lynn Reynolds,Ohio,Cincinnati,2021-11,2021,11,November,4,0,Monday,0,18.45088161209068,352.8888888888889,65.11111111111111,Medium
B-26136,9144,2220,18,Office Supplies,Binders,Credit Card,2021-06-13,Ronald Good,Florida,Miami,2021-06,2021,6,June,2,6,Sunday,1,24.278215223097114,508.0,123.33333333333333,Premium
B-26098,4146,865,19,Furniture,Tables,EMI,2022-07-04,Kyle Baker,Texas,Houston,2022-07,2022,7,July,3,0,Monday,0,20.8634828750603,218.21052631578948,45.526315789473685,Medium
B-26098,3793,875,7,Furniture,Tables,EMI,2022-07-04,Kyle Baker,Texas,Houston,2022-07,2022,7,July,3,0,Monday,0,23.068810967571842,541.8571428571429,125.0,Medium
B-25430,7169,2385,11,Furniture,Sofas,COD,2021-06-27,Michael Rivera,California,Los Angeles,2021-06,2021,6,June,2,6,Sunday,1,33.268238248012274,651.7272727272727,216.8181818181818,High
B-25430,4046,417,18,Furniture,Chairs,Credit Card,2021-06-27,Michael Rivera,California,Los Angeles,2021-06,2021,6,June,2,6,Sunday,1,10.306475531389028,224.77777777777777,23.166666666666668,Medium
B-25266,4164,905,11,Electronics,Phones,COD,2023-12-04,Lori Adkins,California,San Diego,2023-12,2023,12,December,4,0,Monday,0,21.733909702209413,378.54545454545456,82.27272727272727,Medium
B-25266,5389,2196,5,Furniture,Tables,UPI,2023-12-04,Lori Adkins,California,San Diego,2023-12,2023,12,December,4,0,Monday,0,40.74967526442754,1077.8,439.2,High
B-25283,5448,2204,5,Furniture,Sofas,COD,2022-08-09,Luis Warner,New York,New York City,2022-08,2022,8,August,3,1,Tuesday,0,40.455212922173274,1089.6,440.8,High
B-25227,4115,1285,1,Furniture,Sofas,UPI,2020-04-08,Donald Perry,Florida,Orlando,2020-04,2020,4,April,2,2,Wednesday,0,31.227217496962332,4115.0,1285.0,Medium
B-25227,4761,2231,12,Furniture,Tables,UPI,2020-04-08,Donald Perry,Florida,Orlando,2020-04,2020,4,April,2,2,Wednesday,0,46.85990338164252,396.75,185.91666666666666,Medium
B-25669,5899,2264,6,Office Supplies,Binders,EMI,2023-10-20,Adam Stevens,New York,Buffalo,2023-10,2023,10,October,4,4,Friday,0,38.37938633666723,983.1666666666666,377.3333333333333,High
B-25064,6109,3040,9,Furniture,Chairs,EMI,2022-02-10,Kimberly Johnson,New York,Buffalo,2022-02,2022,2,February,1,3,Thursday,0,49.76264527745949,678.7777777777778,337.77777777777777,High
B-25064,6109,3040,9,Furniture,Chairs,EMI,2023-10-05,Kelly Jones,New York,Rochester,2023-10,2023,10,October,4,3,Thursday,0,49.76264527745949,678.7777777777778,337.77777777777777,High
B-25064,4628,1491,17,Electronics,Electronic Games,UPI,2022-02-10,Kimberly Johnson,New York,Buffalo,2022-02,2022,2,February,1,3,Thursday,0,32.21694036300778,272.2352941176471,87.70588235294117,Medium
B-25064,4628,1491,17,Electronics,Electronic Games,UPI,2023-10-05,Kelly Jones,New York,Rochester,2023-10,2023,10,October,4,3,Thursday,0,32.21694036300778,272.2352941176471,87.70588235294117,Medium
B-26268,4369,584,13,Office Supplies,Pens,Credit Card,2022-09-22,Ashley Petty,Illinois,Peoria,2022-09,2022,9,September,3,3,Thursday,0,13.366903181506066,336.0769230769231,44.92307692307692,Medium
B-26268,4369,584,13,Office Supplies,Pens,Credit Card,2021-04-03,Crystal Ross,Texas,Austin,2021-04,2021,4,April,2,5,Saturday,1,13.366903181506066,336.0769230769231,44.92307692307692,Medium
B-25456,5632,2358,20,Furniture,Sofas,Credit Card,2021-05-03,Alexis Duffy,California,Los Angeles,2021-05,2021,5,May,2,0,Monday,0,41.86789772727273,281.6,117.9,High
B-25456,5632,2358,20,Furniture,Sofas,Credit Card,2024-02-11,Stephanie Sanchez,Florida,Miami,2024-02,2024,2,February,1,6,Sunday,1,41.86789772727273,281.6,117.9,High
B-25456,5632,2358,20,Furniture,Sofas,Credit Card,2025-02-04,Reginald Espinoza,Ohio,Cleveland,2025-02,2025,2,February,1,1,Tuesday,0,41.86789772727273,281.6,117.9,High
B-25495,7519,402,14,Office Supplies,Paper,UPI,2022-10-12,Sandra Hicks,California,San Diego,2022-10,2022,10,October,4,2,Wednesday,0,5.346455645697566,537.0714285714286,28.714285714285715,Premium
B-25495,1564,674,13,Electronics,Electronic Games,Debit Card,2022-10-12,Sandra Hicks,California,San Diego,2022-10,2022,10,October,4,2,Wednesday,0,43.09462915601023,120.3076923076923,51.84615384615385,Low
B-26552,2804,936,10,Electronics,Electronic Games,Credit Card,2022-02-06,Olivia Orozco,Texas,Austin,2022-02,2022,2,February,1,6,Sunday,1,33.38088445078459,280.4,93.6,Medium
B-26552,2804,936,10,Electronics,Electronic Games,Credit Card,2020-11-09,Larry Moore,Florida,Tampa,2020-11,2020,11,November,4,0,Monday,0,33.38088445078459,280.4,93.6,Medium
B-26552,2804,936,10,Electronics,Electronic Games,Credit Card,2023-05-03,Mrs. Rachel Cannon DDS,Florida,Tampa,2023-05,2023,5,May,2,2,Wednesday,0,33.38088445078459,280.4,93.6,Medium
B-25203,2321,505,6,Furniture,Chairs,EMI,2022-10-04,Daniel Flowers,Illinois,Springfield,2022-10,2022,10,October,4,1,Tuesday,0,21.75786299009048,386.8333333333333,84.16666666666667,Low
B-25462,5730,482,6,Electronics,Laptops,COD,2024-08-21,Randy Acosta,Florida,Tampa,2024-08,2024,8,August,3,2,Wednesday,0,8.411867364746946,955.0,80.33333333333333,High
B-26145,7441,867,12,Furniture,Sofas,COD,2021-11-20,Deborah Williams,Illinois,Chicago,2021-11,2021,11,November,4,5,Saturday,1,11.65165972315549,620.0833333333334,72.25,High
B-26145,7441,867,12,Furniture,Sofas,COD,2020-05-13,Robert Michael,Texas,Austin,2020-05,2020,5,May,2,2,Wednesday,0,11.65165972315549,620.0833333333334,72.25,High
B-25552,1732,766,7,Office Supplies,Binders,UPI,2023-02-28,Danny Ramirez,New York,New York City,2023-02,2023,2,February,1,1,Tuesday,0,44.226327944572745,247.42857142857142,109.42857142857143,Low
B-25552,8788,3944,19,Office Supplies,Paper,EMI,2023-02-28,Danny Ramirez,New York,New York City,2023-02,2023,2,February,1,1,Tuesday,0,44.879380974055536,462.5263157894737,207.57894736842104,Premium
B-26069,838,271,11,Office Supplies,Markers,EMI,2021-01-21,Stephen Baker,Ohio,Columbus,2021-01,2021,1,January,1,3,Thursday,0,32.33890214797136,76.18181818181819,24.636363636363637,Low
B-26069,838,271,11,Office Supplies,Markers,EMI,2022-02-28,Jeffrey Wilcox,Illinois,Peoria,2022-02,2022,2,February,1,0,Monday,0,32.33890214797136,76.18181818181819,24.636363636363637,Low
B-26069,3577,699,2,Furniture,Tables,UPI,2021-01-21,Stephen Baker,Ohio,Columbus,2021-01,2021,1,January,1,3,Thursday,0,19.54151523623148,1788.5,349.5,Medium
B-26069,3577,699,2,Furniture,Tables,UPI,2022-02-28,Jeffrey Wilcox,Illinois,Peoria,2022-02,2022,2,February,1,0,Monday,0,19.54151523623148,1788.5,349.5,Medium
B-25120,7122,1836,6,Electronics,Phones,Debit Card,2024-04-25,James Clarke,Texas,Dallas,2024-04,2024,4,April,2,3,Thursday,0,25.779275484414487,1187.0,306.0,High
B-25120,7122,1836,6,Electronics,Phones,Debit Card,2023-03-10,Julia Gallagher,Texas,Houston,2023-03,2023,3,March,1,4,Friday,0,25.779275484414487,1187.0,306.0,High
B-25120,7122,1836,6,Electronics,Phones,Debit Card,2023-07-10,Ronald Frey Jr.,New York,New York City,2023-07,2023,7,July,3,0,Monday,0,25.779275484414487,1187.0,306.0,High
B-25120,7327,2596,15,Office Supplies,Markers,Credit Card,2024-04-25,James Clarke,Texas,Dallas,2024-04,2024,4,April,2,3,Thursday,0,35.430599153814654,488.46666666666664,173.06666666666666,High
B-25120,7327,2596,15,Office Supplies,Markers,Credit Card,2023-03-10,Julia Gallagher,Texas,Houston,2023-03,2023,3,March,1,4,Friday,0,35.430599153814654,488.46666666666664,173.06666666666666,High
B-25120,7327,2596,15,Office Supplies,Markers,Credit Card,2023-07-10,Ronald Frey Jr.,New York,New York City,2023-07,2023,7,July,3,0,Monday,0,35.430599153814654,488.46666666666664,173.06666666666666,High
B-26146,2239,1094,18,Electronics,Printers,COD,2024-07-28,Megan Charles,Florida,Tampa,2024-07,2024,7,July,3,6,Sunday,1,48.86109870477892,124.38888888888889,60.77777777777778,Low
B-26146,4932,1153,1,Office Supplies,Markers,COD,2024-07-28,Megan Charles,Florida,Tampa,2024-07,2024,7,July,3,6,Sunday,1,23.3779399837794,4932.0,1153.0,Medium
B-25549,4609,1084,8,Electronics,Printers,UPI,2023-07-30,Amy Duran MD,Florida,Orlando,2023-07,2023,7,July,3,6,Sunday,1,23.51920156216099,576.125,135.5,Medium
B-25549,2328,788,4,Office Supplies,Paper,UPI,2023-07-30,Amy Duran MD,Florida,Orlando,2023-07,2023,7,July,3,6,Sunday,1,33.84879725085911,582.0,197.0,Low
B-25549,4734,958,7,Electronics,Printers,Debit Card,2023-07-30,Amy Duran MD,Florida,Orlando,2023-07,2023,7,July,3,6,Sunday,1,20.236586396282213,676.2857142857143,136.85714285714286,Medium
B-25488,1388,345,5,Furniture,Sofas,UPI,2024-10-05,Christopher Thomas,New York,New York City,2024-10,2024,10,October,4,5,Saturday,1,24.855907780979827,277.6,69.0,Low
B-25488,8555,1638,8,Electronics,Laptops,Credit Card,2024-10-05,Christopher Thomas,New York,New York City,2024-10,2024,10,October,4,5,Saturday,1,19.146697837521916,1069.375,204.75,Premium
B-26885,9024,730,4,Furniture,Tables,Credit Card,2024-02-20,Peter Castro,Texas,Dallas,2024-02,2024,2,February,1,1,Tuesday,0,8.089539007092199,2256.0,182.5,Premium
B-26885,2468,418,4,Electronics,Laptops,Credit Card,2024-02-20,Peter Castro,Texas,Dallas,2024-02,2024,2,February,1,1,Tuesday,0,16.936790923824958,617.0,104.5,Low
B-25703,9438,1801,4,Electronics,Electronic Games,COD,2023-04-19,Steven Acosta,Florida,Orlando,2023-04,2023,4,April,2,2,Wednesday,0,19.082432718796355,2359.5,450.25,Premium
B-25703,9438,1801,4,Electronics,Electronic Games,COD,2023-10-29,Lindsay Jackson,Texas,Austin,2023-10,2023,10,October,4,6,Sunday,1,19.082432718796355,2359.5,450.25,Premium
B-25809,2685,379,18,Electronics,Phones,UPI,2022-03-08,Kelly Smith,Ohio,Cleveland,2022-03,2022,3,March,1,1,Tuesday,0,14.115456238361265,149.16666666666666,21.055555555555557,Medium
B-25809,2685,379,18,Electronics,Phones,UPI,2022-12-08,Sabrina Hartman,Florida,Tampa,2022-12,2022,12,December,4,3,Thursday,0,14.115456238361265,149.16666666666666,21.055555555555557,Medium
B-25809,9916,4602,14,Furniture,Chairs,UPI,2022-03-08,Kelly Smith,Ohio,Cleveland,2022-03,2022,3,March,1,1,Tuesday,0,46.409842678499395,708.2857142857143,328.7142857142857,Premium
B-25809,9916,4602,14,Furniture,Chairs,UPI,2022-12-08,Sabrina Hartman,Florida,Tampa,2022-12,2022,12,December,4,3,Thursday,0,46.409842678499395,708.2857142857143,328.7142857142857,Premium
B-25809,6184,50,14,Electronics,Electronic Games,Credit Card,2022-03-08,Kelly Smith,Ohio,Cleveland,2022-03,2022,3,March,1,1,Tuesday,0,0.8085381630012937,441.7142857142857,3.5714285714285716,High
B-25809,6184,50,14,Electronics,Electronic Games,Credit Card,2022-12-08,Sabrina Hartman,Florida,Tampa,2022-12,2022,12,December,4,3,Thursday,0,0.8085381630012937,441.7142857142857,3.5714285714285716,High
B-25809,4548,2135,8,Office Supplies,Markers,Debit Card,2022-03-08,Kelly Smith,Ohio,Cleveland,2022-03,2022,3,March,1,1,Tuesday,0,46.94371152154793,568.5,266.875,Medium
B-25809,4548,2135,8,Office Supplies,Markers,Debit Card,2022-12-08,Sabrina Hartman,Florida,Tampa,2022-12,2022,12,December,4,3,Thursday,0,46.94371152154793,568.5,266.875,Medium
B-25477,7195,1665,7,Office Supplies,Markers,COD,2024-07-27,Cynthia Smith,New York,Rochester,2024-07,2024,7,July,3,5,Saturday,1,23.1410701876303,1027.857142857143,237.85714285714286,High
B-25477,7195,1665,7,Office Supplies,Markers,COD,2022-07-05,Olivia Dickerson,New York,Buffalo,2022-07,2022,7,July,3,1,Tuesday,0,23.1410701876303,1027.857142857143,237.85714285714286,High
B-26018,3098,957,18,Furniture,Bookcases,COD,2024-07-04,Whitney Stout,Texas,Austin,2024-07,2024,7,July,3,3,Thursday,0,30.890897353131052,172.11111111111111,53.166666666666664,Medium
B-25329,5412,1192,18,Furniture,Tables,Credit Card,2024-02-28,Stephanie Flores,California,San Diego,2024-02,2024,2,February,1,2,Wednesday,0,22.02512934220251,300.6666666666667,66.22222222222223,High
B-25329,5412,1192,18,Furniture,Tables,Credit Card,2025-01-03,Gregory English,California,Los Angeles,2025-01,2025,1,January,1,4,Friday,0,22.02512934220251,300.6666666666667,66.22222222222223,High
B-25182,1397,686,11,Furniture,Chairs,Credit Card,2021-12-07,Natalie Maxwell,New York,New York City,2021-12,2021,12,December,4,1,Tuesday,0,49.10522548317824,127.0,62.36363636363637,Low
B-25492,9279,552,14,Furniture,Chairs,EMI,2021-12-14,Tina Blake,New York,Buffalo,2021-12,2021,12,December,4,1,Tuesday,0,5.948916909149693,662.7857142857143,39.42857142857143,Premium
B-25492,9279,552,14,Furniture,Chairs,EMI,2020-11-30,Clarence Cooke,California,San Francisco,2020-11,2020,11,November,4,0,Monday,0,5.948916909149693,662.7857142857143,39.42857142857143,Premium
B-25492,2596,1003,19,Office Supplies,Paper,Credit Card,2021-12-14,Tina Blake,New York,Buffalo,2021-12,2021,12,December,4,1,Tuesday,0,38.63636363636363,136.6315789473684,52.78947368421053,Medium
B-25492,2596,1003,19,Office Supplies,Paper,Credit Card,2020-11-30,Clarence Cooke,California,San Francisco,2020-11,2020,11,November,4,0,Monday,0,38.63636363636363,136.6315789473684,52.78947368421053,Medium
B-25517,6732,911,19,Furniture,Bookcases,EMI,2021-12-29,Tamara Guzman,New York,Buffalo,2021-12,2021,12,December,4,2,Wednesday,0,13.532382650029708,354.3157894736842,47.94736842105263,High
B-25517,4495,1408,14,Office Supplies,Pens,EMI,2021-12-29,Tamara Guzman,New York,Buffalo,2021-12,2021,12,December,4,2,Wednesday,0,31.32369299221357,321.07142857142856,100.57142857142857,Medium
B-25200,9653,2471,6,Office Supplies,Paper,UPI,2024-07-08,Marissa Hartman,New York,Buffalo,2024-07,2024,7,July,3,0,Monday,0,25.598259608411894,1608.8333333333333,411.8333333333333,Premium
B-26009,8945,1728,10,Furniture,Tables,UPI,2021-02-10,Sara Garcia,Illinois,Peoria,2021-02,2021,2,February,1,2,Wednesday,0,19.31805477920626,894.5,172.8,Premium
B-26580,4007,201,13,Furniture,Bookcases,COD,2020-10-21,Kathryn Rogers,Ohio,Columbus,2020-10,2020,10,October,4,2,Wednesday,0,5.016221612178687,308.2307692307692,15.461538461538462,Medium
B-26580,4007,201,13,Furniture,Bookcases,COD,2023-04-17,Kyle Dickson,Texas,Dallas,2023-04,2023,4,April,2,0,Monday,0,5.016221612178687,308.2307692307692,15.461538461538462,Medium
B-25679,810,231,18,Furniture,Bookcases,EMI,2020-10-21,Jacob Decker,Florida,Tampa,2020-10,2020,10,October,4,2,Wednesday,0,28.51851851851852,45.0,12.833333333333334,Low
B-26034,9789,2071,18,Furniture,Bookcases,Debit Card,2023-12-28,Aaron Johnson,New York,Rochester,2023-12,2023,12,December,4,3,Thursday,0,21.15640004086219,543.8333333333334,115.05555555555556,Premium
B-26034,9229,4090,8,Electronics,Electronic Games,COD,2023-12-28,Aaron Johnson,New York,Rochester,2023-12,2023,12,December,4,3,Thursday,0,44.31682739191679,1153.625,511.25,Premium
B-25148,8141,3968,18,Office Supplies,Markers,Debit Card,2022-12-23,William Morse,New York,Rochester,2022-12,2022,12,December,4,4,Friday,0,48.74094091634934,452.27777777777777,220.44444444444446,Premium
B-25148,8141,3968,18,Office Supplies,Markers,Debit Card,2022-08-10,Carrie Smith,Illinois,Peoria,2022-08,2022,8,August,3,2,Wednesday,0,48.74094091634934,452.27777777777777,220.44444444444446,Premium
B-25148,1067,251,14,Furniture,Sofas,EMI,2022-12-23,William Morse,New York,Rochester,2022-12,2022,12,December,4,4,Friday,0,23.523898781630738,76.21428571428571,17.928571428571427,Low
B-25148,1067,251,14,Furniture,Sofas,EMI,2022-08-10,Carrie Smith,Illinois,Peoria,2022-08,2022,8,August,3,2,Wednesday,0,23.523898781630738,76.21428571428571,17.928571428571427,Low
B-25830,3839,1415,10,Office Supplies,Binders,UPI,2023-10-17,Vincent Roth,California,Los Angeles,2023-10,2023,10,October,4,1,Tuesday,0,36.8585569158635,383.9,141.5,Medium
B-25830,3839,1415,10,Office Supplies,Binders,UPI,2022-02-28,Andrew Benson,Florida,Orlando,2022-02,2022,2,February,1,0,Monday,0,36.8585569158635,383.9,141.5,Medium
B-25762,2858,482,13,Electronics,Electronic Games,COD,2024-05-24,Jason Wilson,Texas,Austin,2024-05,2024,5,May,2,4,Friday,0,16.864940517844644,219.84615384615384,37.07692307692308,Medium
B-26794,2137,638,12,Furniture,Bookcases,Debit Card,2020-10-02,Colin Patterson,New York,New York City,2020-10,2020,10,October,4,4,Friday,0,29.854936827328032,178.08333333333334,53.166666666666664,Low
